num,name,filename,sha256,length,train_end_raw,begin_raw,end_raw,start0,stop0,train_stop0,index_convention,anom_len,variant,is_distorted,is_noise,domain_goswami,is_medical,domain_official,domain_official_basis,domain_agree,source_official,deck_slides,in_tsbad,tsbad_filename,tsbad_domain,match_method,tsbad_label_n_segments,tsbad_label_start0,tsbad_label_stop0,gt_agree,audit_flags
241,taichidbS0715Master,241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100.txt,69c6ea9f8aa6a1a6eb0a9806d94224826d30256da50d51217f4f27fb8522c137,900000,250000,837400,839100,837399,839100,250000,matlab_1based_inclusive,1701,plain,False,False,Gait,False,NA,none,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,DOMAIN_OFFICIAL_NA
242,tilt12744mtable,242_UCR_Anomaly_tilt12744mtable_100000_104630_104890.txt,bdcf1e4d1e1a27d87c2d6bde19b50853a380745679114c5863cdb8348f60e5b4,286667,100000,104630,104890,104629,104890,100000,matlab_1based_inclusive,261,plain,False,False,ABP,True,ABP,slide_text,True,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,SINGLE_LINE_FORMAT
243,tilt12744mtable,243_UCR_Anomaly_tilt12744mtable_100000_203355_203400.txt,262cc3a6e8150ac228f749e45b302a24c7fe2ca8fc6309c1148f9b3659f402a3,250001,100000,203355,203400,203354,203400,100000,matlab_1based_inclusive,46,plain,False,False,ABP,True,ABP,slide_text,True,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,SINGLE_LINE_FORMAT
244,tilt12754table,244_UCR_Anomaly_tilt12754table_100013_104630_104890.txt,171a94bef9498dde70635b6082d7acd777ab6b57477327c03b41a1b430b00bfd,300262,100013,104630,104890,104629,104890,100013,matlab_1based_inclusive,261,plain,False,False,ABP,True,ABP,slide_text,True,NA,111;112,NA,NA,NA,NA,NA,NA,NA,NA,none
245,tilt12754table,245_UCR_Anomaly_tilt12754table_100211_270800_271070.txt,456c15fa5ef99df2c2feb6cb9120c802cb8cd167d54de32fcd18d901eec21a56,298747,100211,270800,271070,270799,271070,100211,matlab_1based_inclusive,271,plain,False,False,ABP,True,ABP,slide_text,True,NA,111;112,NA,NA,NA,NA,NA,NA,NA,NA,none
246,tilt12755mtable,246_UCR_Anomaly_tilt12755mtable_100211_270800_271070.txt,c1cddc07d5191415d947d81115f7f64b6af54b5f451c49b816e001f4d8e8f4bc,299867,100211,270800,271070,270799,271070,100211,matlab_1based_inclusive,271,plain,False,False,ABP,True,ABP,slide_text,True,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,DECK_FIELDS_DIFFER
247,tilt12755mtable,247_UCR_Anomaly_tilt12755mtable_50211_121900_121980.txt,c5c409fbf5b7e85aacc29661121947e862528ac6110b4a830ff5dc3a0f006f5c,200000,50211,121900,121980,121899,121980,50211,matlab_1based_inclusive,81,plain,False,False,ABP,True,ABP,slide_text,True,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,none
248,weallwalk,248_UCR_Anomaly_weallwalk_2000_4702_4707.txt,3b382c5a4e6208fb7932be05ad1f2e97498ed44b2f7ae7573fda20b18aba42bb,8432,2000,4702,4707,4701,4707,2000,matlab_1based_inclusive,6,plain,False,False,Gait,False,Gait,source_line,True,WeAllWalk,114,NA,NA,NA,NA,NA,NA,NA,NA,none
249,weallwalk,249_UCR_Anomaly_weallwalk_2753_8285_8315.txt,f029366afae2dc7909680b2ff6cbbe4b75988f9ac8ab64293c2bc3af06a6b3f1,10524,2753,8285,8315,8284,8315,2753,matlab_1based_inclusive,31,plain,False,False,Gait,False,Gait,source_line,True,WeAllWalk,114,NA,NA,NA,NA,NA,NA,NA,NA,none
250,weallwalk,250_UCR_Anomaly_weallwalk_2951_7290_7296.txt,8f307774391be1f540541c31a4b7bbe1fbadf5f5e6015be1009fb64d12b480ca,10468,2951,7290,7296,7289,7296,2951,matlab_1based_inclusive,7,plain,False,False,Gait,False,Gait,source_line,True,WeAllWalk,114,NA,NA,NA,NA,NA,NA,NA,NA,none
